customer_id,cutoff_date,amount,has_full_months
3,2023-05-01,17849.44,True
3,2023-06-01,42009.18,True
3,2023-07-01,21210.53,True
3,2023-08-01,43231.73,True
3,2023-09-01,8069.99,True
3,2023-10-01,6974.66,True
3,2023-11-01,47702.89,True
3,2023-12-01,37400.38,True
3,2024-01-01,23343.4,True
3,2024-02-01,10553.29,True
3,2024-03-01,13927.09,True
3,2024-04-01,19468.74,True
3,2024-05-01,42241.21,True
3,2024-06-01,27827.1,True
3,2024-07-01,26482.2,True
3,2024-08-01,24642.84,True
3,2024-09-01,37768.46,True
3,2024-10-01,39563.43,True
3,2024-11-01,42620.1,True
3,2024-12-01,31651.68,True
4,2021-01-01,10539.18,True
4,2021-02-01,9868.38,True
4,2021-03-01,32664.45,True
4,2021-04-01,34540.85,True
4,2021-05-01,2138.46,True
4,2021-06-01,11888.42,True
4,2021-07-01,4536.43,True
4,2021-08-01,31093.13,True
4,2021-09-01,5478.84,True
4,2021-10-01,32432.52,True
4,2021-11-01,33332.56,True
4,2021-12-01,21380.29,True
4,2022-01-01,1468.01,True
4,2022-02-01,17707.95,True
4,2022-03-01,44195.47,True
4,2022-04-01,43988.51,True
4,2022-05-01,25467.8,True
4,2022-06-01,30343.42,True
4,2022-07-01,47932.72,True
4,2022-08-01,3081.73,True
4,2022-09-01,2932.39,True
4,2022-10-01,16964.94,True
4,2022-11-01,11411.59,True
4,2022-12-01,41107.11,True
4,2023-01-01,40687.7,True
4,2023-02-01,17746.66,True
4,2023-03-01,7013.94,True
4,2023-04-01,11824.37,True
4,2023-05-01,46341.74,True
4,2023-06-01,16347.18,True
4,2023-07-01,46781.35,True
4,2023-08-01,17404.75,True
4,2023-09-01,29185.36,True
4,2023-10-01,38541.83,True
4,2023-11-01,5671.85,True
4,2023-12-01,8708.83,True
4,2024-01-01,15825.71,True
4,2024-02-01,16325.57,True
4,2024-03-01,44932.37,True
4,2024-04-01,25199.01,True
4,2024-05-01,27778.21,True
4,2024-06-01,20689.48,True
4,2024-07-01,7102.88,True
4,2024-08-01,8551.79,True
4,2024-09-01,33406.99,True
4,2024-10-01,30219.38,True
4,2024-11-01,24378.69,True
4,2024-12-01,7792.9,True
5,2021-01-01,9895.64,True
5,2021-02-01,32024.35,True
5,2021-03-01,24210.31,True
5,2021-04-01,49168.3,True
5,2021-05-01,4432.91,True
5,2021-06-01,47219.19,True
5,2021-07-01,38901.89,True
5,2021-08-01,25800.27,True
5,2021-09-01,6034.61,True
5,2021-10-01,28840.76,True
5,2021-11-01,17999.11,True
5,2021-12-01,8147.51,True
5,2022-01-01,42999.52,True
5,2022-02-01,18251.5,True
5,2022-03-01,20214.85,True
5,2022-04-01,18041.55,True
5,2022-05-01,43822.9,True
5,2022-06-01,6915.37,True
5,2022-07-01,20560.29,True
5,2022-08-01,22503.88,True
5,2022-09-01,12976.96,True
5,2022-10-01,44921.21,True
5,2022-11-01,31131.01,True
5,2022-12-01,34427.26,True
5,2023-01-01,8188.04,True
5,2023-02-01,49391.43,True
5,2023-03-01,26632.52,True
5,2023-04-01,34769.61,True
5,2023-05-01,40657.94,True
5,2023-06-01,5458.0,True
5,2023-07-01,45484.4,True
5,2023-08-01,19709.68,True
5,2023-09-01,14188.69,True
5,2023-10-01,36454.68,True
5,2023-11-01,9070.12,True
5,2023-12-01,32603.67,True
5,2024-01-01,45478.52,True
5,2024-02-01,10158.97,True
5,2024-03-01,15009.83,True
5,2024-04-01,5931.54,True
5,2024-05-01,37987.96,True
5,2024-06-01,12127.59,True
5,2024-07-01,39900.89,True
5,2024-08-01,6670.18,True
5,2024-09-01,9112.98,True
5,2024-10-01,25995.07,True
5,2024-11-01,2051.24,True
5,2024-12-01,23643.9,True
6,2021-01-01,13275.79,True
6,2021-02-01,10483.22,True
6,2021-03-01,12307.96,True
6,2021-04-01,32201.99,True
6,2021-05-01,10527.75,True
6,2021-06-01,45032.55,True
6,2021-07-01,35992.47,True
6,2021-08-01,38826.43,True
6,2021-09-01,206.45,True
6,2021-10-01,34262.97,True
6,2021-11-01,43151.72,True
6,2021-12-01,32956.12,True
6,2022-01-01,5107.21,True
6,2022-02-01,28249.1,True
6,2022-03-01,2948.46,True
6,2022-04-01,3296.39,True
6,2022-05-01,12539.84,True
6,2022-06-01,28592.94,True
6,2022-07-01,22805.39,True
6,2022-08-01,21084.27,True
6,2022-09-01,41725.66,True
6,2022-10-01,34829.01,True
6,2022-11-01,30463.11,True
6,2022-12-01,14805.88,True
6,2023-01-01,3367.14,True
6,2023-02-01,23460.65,True
6,2023-03-01,20334.49,True
6,2023-04-01,1244.83,True
6,2023-05-01,40274.31,True
6,2023-06-01,31253.55,True
6,2023-07-01,1450.85,True
6,2023-08-01,40774.36,True
6,2023-09-01,7576.37,True
6,2023-10-01,559.17,True
6,2023-11-01,25952.44,True
6,2023-12-01,120.6,True
6,2024-01-01,8662.23,True
6,2024-02-01,31814.17,True
6,2024-03-01,43192.06,True
6,2024-04-01,6787.02,True
6,2024-05-01,862.15,True
6,2024-06-01,24064.81,True
6,2024-07-01,1175.64,True
6,2024-08-01,207.77,True
6,2024-09-01,32716.65,True
6,2024-10-01,1556.85,True
6,2024-11-01,39169.53,True
6,2024-12-01,17375.23,True
7,2021-01-01,41731.53,True
7,2021-02-01,5705.27,True
7,2021-03-01,26196.29,True
7,2021-04-01,44088.68,True
7,2021-05-01,33608.0,True
7,2021-06-01,21169.55,True
7,2021-07-01,17513.85,True
7,2021-08-01,35876.44,True
7,2021-09-01,3475.49,True
7,2021-10-01,48723.28,True
7,2021-11-01,22528.08,True
7,2021-12-01,46860.15,True
7,2022-01-01,34177.11,True
7,2022-02-01,41326.83,True
7,2022-03-01,29295.51,True
7,2022-04-01,15778.17,True
7,2022-05-01,4942.65,True
7,2022-06-01,41240.21,True
7,2022-07-01,5486.5,True
7,2022-08-01,33314.33,True
7,2022-09-01,41873.12,True
7,2022-10-01,24908.41,True
7,2022-11-01,27243.26,True
7,2022-12-01,3446.84,True
7,2023-01-01,195.48,True
7,2023-02-01,14133.93,True
7,2023-03-01,48985.97,True
7,2023-04-01,30760.19,True
7,2023-05-01,41525.6,True
7,2023-06-01,25738.4,True
7,2023-07-01,32958.59,True
7,2023-08-01,3004.18,True
7,2023-09-01,29371.97,True
7,2023-10-01,36680.27,True
7,2023-11-01,3197.84,True
7,2023-12-01,34032.88,True
7,2024-01-01,9406.04,True
7,2024-02-01,30899.68,True
7,2024-03-01,12599.24,True
7,2024-04-01,5889.78,True
7,2024-05-01,33535.18,True
7,2024-06-01,8805.06,True
7,2024-07-01,21052.11,True
7,2024-08-01,16595.15,True
7,2024-09-01,2244.92,True
7,2024-10-01,18133.66,True
7,2024-11-01,19343.88,True
7,2024-12-01,44268.71,True
8,2021-01-01,14035.79,True
8,2021-02-01,33630.86,True
8,2021-03-01,559.08,True
8,2021-04-01,26636.14,True
8,2021-05-01,43123.43,True
8,2021-06-01,22747.2,True
8,2021-07-01,19535.59,True
8,2021-08-01,5852.88,True
8,2021-09-01,46106.79,True
8,2021-10-01,40461.73,True
8,2021-11-01,6338.56,True
8,2021-12-01,13005.84,True
8,2022-01-01,25469.05,True
8,2022-02-01,39109.08,True
8,2022-03-01,23641.8,True
8,2022-04-01,43549.98,True
8,2022-05-01,14924.37,True
8,2022-06-01,20454.38,True
8,2022-07-01,48912.67,True
8,2022-08-01,33901.94,True
8,2022-09-01,25963.35,True
8,2022-10-01,39672.05,True
8,2022-11-01,19560.78,True
8,2022-12-01,45681.49,True
8,2023-01-01,6392.18,True
8,2023-02-01,47476.0,True
8,2023-03-01,27358.11,True
8,2023-04-01,6730.27,True
8,2023-05-01,42205.58,True
8,2023-06-01,25230.8,True
8,2023-07-01,24258.33,True
8,2023-08-01,46370.65,True
8,2023-09-01,6796.61,True
8,2023-10-01,34458.32,True
8,2023-11-01,44882.28,True
8,2023-12-01,11191.95,True
8,2024-01-01,22088.97,True
8,2024-02-01,24953.66,True
8,2024-03-01,13204.05,True
8,2024-04-01,31420.39,True
8,2024-05-01,6521.26,True
8,2024-06-01,28496.82,True
8,2024-07-01,29333.6,True
8,2024-08-01,34875.08,True
8,2024-09-01,9393.9,True
8,2024-10-01,13025.25,True
8,2024-11-01,47918.55,True
8,2024-12-01,2480.99,True
9,2021-01-01,36096.76,True
9,2021-02-01,1028.75,True
9,2021-03-01,34090.62,True
9,2021-04-01,36261.75,True
9,2021-05-01,27996.01,True
9,2021-06-01,28284.94,True
9,2021-07-01,7554.36,True
9,2021-08-01,39433.33,True
9,2021-09-01,5364.27,True
9,2021-10-01,39670.97,True
9,2021-11-01,19983.39,True
9,2021-12-01,36665.23,True
9,2022-01-01,48106.01,True
9,2022-02-01,48183.92,True
9,2022-03-01,17813.52,True
9,2022-04-01,19676.44,True
9,2022-05-01,10056.59,True
9,2022-06-01,43670.71,True
9,2022-07-01,34557.76,True
9,2022-08-01,26504.85,True
9,2022-09-01,31756.54,True
9,2022-10-01,28114.63,True
9,2022-11-01,34447.78,True
9,2022-12-01,1428.55,True
9,2023-01-01,34560.59,True
9,2023-02-01,20209.65,True
9,2023-03-01,45801.71,True
9,2023-04-01,46334.7,True
9,2023-05-01,13816.6,True
9,2023-06-01,38223.54,True
9,2023-07-01,44272.26,True
9,2023-08-01,39300.62,True
9,2023-09-01,4385.38,True
9,2023-10-01,27660.52,True
9,2023-11-01,19066.34,True
9,2023-12-01,32461.33,True
9,2024-01-01,4446.81,True
9,2024-02-01,6083.24,True
9,2024-03-01,36340.74,True
9,2024-04-01,21569.77,True
9,2024-05-01,19463.43,True
9,2024-06-01,49431.43,True
9,2024-07-01,45852.46,True
9,2024-08-01,18712.48,True
9,2024-09-01,25650.66,True
9,2024-10-01,29969.72,True
9,2024-11-01,20292.29,True
9,2024-12-01,21390.21,True
10,2021-01-01,33074.78,True
10,2021-02-01,35323.39,True
10,2021-03-01,41344.42,True
10,2021-04-01,42009.64,True
10,2021-05-01,30424.98,True
10,2021-06-01,45540.52,True
10,2021-07-01,17856.11,True
10,2021-08-01,19387.77,True
10,2021-09-01,13096.42,True
10,2021-10-01,11982.12,True
10,2021-11-01,20212.84,True
10,2021-12-01,10378.74,True
10,2022-01-01,2483.45,True
10,2022-02-01,18903.79,True
10,2022-03-01,28536.4,True
10,2022-04-01,17215.94,True
10,2022-05-01,34314.24,True
10,2022-06-01,31425.58,True
10,2022-07-01,6573.47,True
10,2022-08-01,27538.74,True
10,2022-09-01,43858.86,True
10,2022-10-01,49238.32,True
10,2022-11-01,2263.26,True
10,2022-12-01,24208.19,True
10,2023-01-01,21082.47,True
10,2023-02-01,24051.88,True
10,2023-03-01,16637.38,True
10,2023-04-01,41008.07,True
10,2023-05-01,42843.36,True
10,2023-06-01,918.81,True
10,2023-07-01,12958.07,True
10,2023-08-01,22401.75,True
10,2023-09-01,45848.55,True
10,2023-10-01,36348.96,True
10,2023-11-01,38861.48,True
10,2023-12-01,48628.17,True
10,2024-01-01,38505.31,True
10,2024-02-01,26726.57,True
10,2024-03-01,4761.29,True
10,2024-04-01,41980.04,True
10,2024-05-01,45917.83,True
10,2024-06-01,22222.46,True
10,2024-07-01,47292.39,True
10,2024-08-01,17457.11,True
10,2024-09-01,40190.39,True
10,2024-10-01,2421.87,True
10,2024-11-01,5908.73,True
10,2024-12-01,24152.21,True
11,2021-01-01,7840.59,True
11,2021-02-01,13734.16,True
11,2021-03-01,17563.41,True
11,2021-04-01,18040.29,True
11,2021-05-01,6445.62,True
11,2021-06-01,13312.49,True
11,2021-07-01,16723.25,True
11,2021-08-01,1177.28,True
11,2021-09-01,23343.05,True
11,2021-10-01,46491.52,True
11,2021-11-01,20293.78,True
11,2021-12-01,16831.61,True
11,2022-01-01,41668.55,True
11,2022-02-01,13851.95,True
11,2022-03-01,17295.43,True
11,2022-04-01,29269.71,True
11,2022-05-01,23010.6,True
11,2022-06-01,28221.81,True
11,2022-07-01,11794.24,True
11,2022-08-01,34873.65,True
11,2022-09-01,18070.72,True
11,2022-10-01,17393.27,True
11,2022-11-01,37641.22,True
11,2022-12-01,1157.67,True
11,2023-01-01,33955.03,True
11,2023-02-01,35236.42,True
11,2023-03-01,12185.56,True
11,2023-04-01,45691.88,True
11,2023-05-01,6185.55,True
11,2023-06-01,11416.69,True
11,2023-07-01,42518.45,True
11,2023-08-01,26665.11,True
11,2023-09-01,15866.58,True
11,2023-10-01,5628.9,True
11,2023-11-01,32732.79,True
11,2023-12-01,45492.52,True
11,2024-01-01,30718.47,True
11,2024-02-01,31270.37,True
11,2024-03-01,2804.13,True
11,2024-04-01,42540.3,True
11,2024-05-01,767.71,True
11,2024-06-01,5908.42,True
11,2024-07-01,19155.29,True
11,2024-08-01,42786.17,True
11,2024-09-01,45539.29,True
11,2024-10-01,45221.93,True
11,2024-11-01,19150.65,True
11,2024-12-01,3405.55,True
12,2021-01-01,25685.63,True
12,2021-02-01,32087.59,True
12,2021-03-01,18878.64,True
12,2021-04-01,30810.95,True
12,2021-05-01,3027.39,True
12,2021-06-01,7692.11,True
12,2021-07-01,1532.36,True
12,2021-08-01,21439.64,True
12,2021-09-01,49485.74,True
12,2021-10-01,32070.14,True
12,2021-11-01,34541.05,True
12,2021-12-01,14675.56,True
12,2022-01-01,11384.48,True
12,2022-02-01,27827.98,True
12,2022-03-01,33561.4,True
12,2022-04-01,27985.96,True
12,2022-05-01,1773.27,True
12,2022-06-01,40150.59,True
12,2022-07-01,13002.26,True
12,2022-08-01,42254.01,True
12,2022-09-01,31260.46,True
12,2022-10-01,14440.97,True
12,2022-11-01,23291.12,True
12,2022-12-01,11561.95,True
12,2023-01-01,18344.33,True
12,2023-02-01,9333.56,True
12,2023-03-01,47719.66,True
12,2023-04-01,32856.46,True
12,2023-05-01,34120.17,True
12,2023-06-01,2814.81,True
12,2023-07-01,24859.99,True
12,2023-08-01,8124.84,True
12,2023-09-01,16669.27,True
12,2023-10-01,32798.48,True
12,2023-11-01,28524.33,True
12,2023-12-01,18892.83,True
12,2024-01-01,24230.89,True
12,2024-02-01,16532.23,True
12,2024-03-01,8978.02,True
12,2024-04-01,21214.37,True
12,2024-05-01,7106.36,True
12,2024-06-01,22662.09,True
12,2024-07-01,47780.22,True
12,2024-08-01,22537.92,True
12,2024-09-01,41799.85,True
12,2024-10-01,11697.09,True
12,2024-11-01,35916.42,True
12,2024-12-01,9634.21,True
13,2021-01-01,9524.22,True
13,2021-02-01,2062.97,True
13,2021-03-01,30163.08,True
13,2021-04-01,31680.41,True
13,2021-05-01,39495.85,True
13,2021-06-01,45129.95,True
13,2021-07-01,38349.9,True
13,2021-08-01,48916.62,True
13,2021-09-01,9528.4,True
13,2021-10-01,10857.35,True
13,2021-11-01,20355.77,True
13,2021-12-01,16794.84,True
13,2022-01-01,32303.73,True
13,2022-02-01,46385.99,True
13,2022-03-01,20836.83,True
13,2022-04-01,44317.42,True
13,2022-05-01,3481.93,True
13,2022-06-01,23327.78,True
13,2022-07-01,33777.0,True
13,2022-08-01,47869.25,True
13,2022-09-01,48857.09,True
13,2022-10-01,1248.21,True
13,2022-11-01,22043.66,True
13,2022-12-01,7861.3,True
13,2023-01-01,46171.1,True
13,2023-02-01,45987.71,True
13,2023-03-01,49371.46,True
13,2023-04-01,27331.25,True
13,2023-05-01,29726.54,True
13,2023-06-01,39721.96,True
13,2023-07-01,278.83,True
13,2023-08-01,10398.06,True
13,2023-09-01,26350.71,True
13,2023-10-01,39034.32,True
13,2023-11-01,20680.21,True
13,2023-12-01,49993.44,True
13,2024-01-01,19491.88,True
13,2024-02-01,48882.0,True
13,2024-03-01,2777.0,True
13,2024-04-01,29896.45,True
13,2024-05-01,4802.14,True
13,2024-06-01,6670.52,True
13,2024-07-01,21625.79,True
13,2024-08-01,11607.05,True
13,2024-09-01,21886.12,True
13,2024-10-01,12751.82,True
13,2024-11-01,47975.78,True
13,2024-12-01,41473.66,True
14,2021-01-01,17497.42,True
14,2021-02-01,38312.46,True
14,2021-03-01,31242.39,True
14,2021-04-01,15246.35,True
14,2021-05-01,10250.74,True
14,2021-06-01,28106.54,True
14,2021-07-01,29244.88,True
14,2021-08-01,31263.32,True
14,2021-09-01,47428.93,True
14,2021-10-01,8370.31,True
14,2021-11-01,23850.16,True
14,2021-12-01,38700.91,True
14,2022-01-01,30568.62,True
14,2022-02-01,1370.7,True
14,2022-03-01,22862.91,True
14,2022-04-01,39634.0,True
14,2022-05-01,11044.26,True
14,2022-06-01,28850.69,True
14,2022-07-01,20338.12,True
14,2022-08-01,30897.24,True
14,2022-09-01,30626.94,True
14,2022-10-01,25330.55,True
14,2022-11-01,522.55,True
14,2022-12-01,19472.8,True
14,2023-01-01,23765.74,True
14,2023-02-01,4817.11,True
14,2023-03-01,3188.88,True
14,2023-04-01,16593.6,True
14,2023-05-01,33503.61,True
14,2023-06-01,30371.18,True
14,2023-07-01,30179.14,True
14,2023-08-01,33785.98,True
14,2023-09-01,25456.74,True
14,2023-10-01,13048.68,True
14,2023-11-01,11696.81,True
14,2023-12-01,2904.32,True
14,2024-01-01,19871.1,True
14,2024-02-01,9898.46,True
14,2024-03-01,26866.91,True
14,2024-04-01,2041.48,True
14,2024-05-01,10540.2,True
14,2024-06-01,4128.06,True
14,2024-07-01,10940.87,True
14,2024-08-01,45782.13,True
14,2024-09-01,49910.22,True
14,2024-10-01,24690.68,True
14,2024-11-01,21847.57,True
14,2024-12-01,34779.14,True
15,2021-01-01,47408.14,True
15,2021-02-01,17246.7,True
15,2021-03-01,5129.44,True
15,2021-04-01,9053.02,True
15,2021-05-01,36353.05,True
15,2021-06-01,40336.23,True
15,2021-07-01,22279.42,True
15,2021-08-01,38749.22,True
15,2021-09-01,19070.2,True
15,2021-10-01,44951.13,True
15,2021-11-01,9468.95,True
15,2021-12-01,29798.99,True
15,2022-01-01,38838.92,True
15,2022-02-01,31296.82,True
15,2022-03-01,34736.83,True
15,2022-04-01,30110.97,True
15,2022-05-01,39464.89,True
15,2022-06-01,36885.79,True
15,2022-07-01,22738.03,True
15,2022-08-01,11553.88,True
15,2022-09-01,23456.11,True
15,2022-10-01,41747.56,True
15,2022-11-01,3121.73,True
15,2022-12-01,49912.99,True
15,2023-01-01,23794.56,True
15,2023-02-01,8572.03,True
15,2023-03-01,3987.28,True
15,2023-04-01,30168.47,True
15,2023-05-01,17955.49,True
15,2023-06-01,28351.06,True
15,2023-07-01,8496.18,True
15,2023-08-01,12783.16,True
15,2023-09-01,32668.74,True
15,2023-10-01,45985.02,True
15,2023-11-01,48492.53,True
15,2023-12-01,31701.92,True
15,2024-01-01,20914.2,True
15,2024-02-01,30421.54,True
15,2024-03-01,4548.28,True
15,2024-04-01,1740.38,True
15,2024-05-01,38460.66,True
15,2024-06-01,18384.46,True
15,2024-07-01,38436.95,True
15,2024-08-01,41229.28,True
15,2024-09-01,15490.48,True
15,2024-10-01,2219.48,True
15,2024-11-01,44967.2,True
15,2024-12-01,35588.77,True
16,2021-01-01,16577.03,True
16,2021-02-01,29190.01,True
16,2021-03-01,33036.76,True
16,2021-04-01,17009.11,True
16,2021-05-01,23566.01,True
16,2021-06-01,19848.65,True
16,2021-07-01,44888.43,True
16,2021-08-01,44596.42,True
16,2021-09-01,25198.09,True
16,2021-10-01,28692.98,True
16,2021-11-01,11607.46,True
16,2021-12-01,37706.38,True
16,2022-01-01,43395.47,True
16,2022-02-01,42229.77,True
16,2022-03-01,44819.76,True
16,2022-04-01,22911.62,True
16,2022-05-01,29595.04,True
16,2022-06-01,2783.95,True
16,2022-07-01,14344.59,True
16,2022-08-01,31175.28,True
16,2022-09-01,33456.08,True
16,2022-10-01,9606.38,True
16,2022-11-01,47530.8,True
16,2022-12-01,39867.74,True
16,2023-01-01,10619.44,True
16,2023-02-01,24927.03,True
16,2023-03-01,4891.2,True
16,2023-04-01,10352.14,True
16,2023-05-01,26901.24,True
16,2023-06-01,3976.65,True
16,2023-07-01,21489.08,True
16,2023-08-01,3893.59,True
16,2023-09-01,19727.45,True
16,2023-10-01,42198.11,True
16,2023-11-01,6663.92,True
16,2023-12-01,47422.69,True
16,2024-01-01,19872.55,True
16,2024-02-01,31813.97,True
16,2024-03-01,9276.86,True
16,2024-04-01,17846.08,True
16,2024-05-01,37253.91,True
16,2024-06-01,28822.19,True
16,2024-07-01,47474.82,True
16,2024-08-01,45344.16,True
16,2024-09-01,37764.83,True
16,2024-10-01,15017.39,True
16,2024-11-01,19614.86,True
16,2024-12-01,43907.51,True
17,2021-01-01,49138.67,True
17,2021-02-01,17108.46,True
17,2021-03-01,20471.28,True
17,2021-04-01,48178.72,True
17,2021-05-01,17505.6,True
17,2021-06-01,36123.71,True
17,2021-07-01,12669.47,True
17,2021-08-01,39363.11,True
17,2021-09-01,24478.87,True
17,2021-10-01,12524.62,True
17,2021-11-01,25003.01,True
17,2021-12-01,38175.49,True
17,2022-01-01,3963.76,True
17,2022-02-01,15262.78,True
17,2022-03-01,37342.51,True
17,2022-04-01,38989.38,True
17,2022-05-01,19406.6,True
17,2022-06-01,44916.07,True
17,2022-07-01,37927.98,True
17,2022-08-01,17284.12,True
17,2022-09-01,34024.64,True
17,2022-10-01,11256.51,True
17,2022-11-01,37195.59,True
17,2022-12-01,8855.74,True
17,2023-01-01,28386.57,True
17,2023-02-01,19096.79,True
17,2023-03-01,14637.23,True
17,2023-04-01,9174.21,True
17,2023-05-01,34012.96,True
17,2023-06-01,4852.2,True
17,2023-07-01,17008.83,True
17,2023-08-01,5538.76,True
17,2023-09-01,22784.7,True
17,2023-10-01,33679.26,True
17,2023-11-01,48361.61,True
17,2023-12-01,29612.96,True
17,2024-01-01,11196.88,True
17,2024-02-01,8511.69,True
17,2024-03-01,5106.09,True
17,2024-04-01,49747.97,True
17,2024-05-01,40929.8,True
17,2024-06-01,18015.63,True
17,2024-07-01,46144.0,True
17,2024-08-01,40977.18,True
17,2024-09-01,45944.04,True
17,2024-10-01,35342.4,True
17,2024-11-01,43126.41,True
17,2024-12-01,10585.04,True
18,2021-01-01,15293.12,True
18,2021-02-01,34494.31,True
18,2021-03-01,933.26,True
18,2021-04-01,41889.69,True
18,2021-05-01,9024.19,True
18,2021-06-01,47160.61,True
18,2021-07-01,45981.74,True
18,2021-08-01,33546.46,True
18,2021-09-01,28106.49,True
18,2021-10-01,5897.77,True
18,2021-11-01,38984.45,True
18,2021-12-01,20865.35,True
18,2022-01-01,9870.95,True
18,2022-02-01,17356.44,True
18,2022-03-01,5240.84,True
18,2022-04-01,19775.07,True
18,2022-05-01,4007.52,True
18,2022-06-01,25385.87,True
18,2022-07-01,4008.48,True
18,2022-08-01,20604.54,True
18,2022-09-01,28730.49,True
18,2022-10-01,19601.71,True
18,2022-11-01,6901.11,True
18,2022-12-01,38954.88,True
18,2023-01-01,43741.49,True
18,2023-02-01,36621.15,True
18,2023-03-01,11786.45,True
18,2023-04-01,15436.73,True
18,2023-05-01,10410.89,True
18,2023-06-01,45373.7,True
18,2023-07-01,18271.26,True
18,2023-08-01,22912.34,True
18,2023-09-01,24357.17,True
18,2023-10-01,29887.76,True
18,2023-11-01,16722.91,True
18,2023-12-01,5770.46,True
18,2024-01-01,9501.69,True
18,2024-02-01,4968.56,True
18,2024-03-01,17599.8,True
18,2024-04-01,33930.75,True
18,2024-05-01,41209.3,True
18,2024-06-01,29241.79,True
18,2024-07-01,37628.68,True
18,2024-08-01,3170.88,True
18,2024-09-01,27696.15,True
18,2024-10-01,38409.52,True
18,2024-11-01,23894.68,True
18,2024-12-01,15196.72,True
19,2021-01-01,32198.16,True
19,2021-02-01,6530.69,True
19,2021-03-01,49268.01,True
19,2021-04-01,30180.01,True
19,2021-05-01,9229.57,True
19,2021-06-01,24266.27,True
19,2021-07-01,263.22,True
19,2021-08-01,49437.03,True
19,2021-09-01,32806.92,True
